name;price;info;link;"Разрешение | Кол-во лучей | Высота защиты";"Количество лучей";Разрешение;"Контролируемая высота барьера";"Минимальный размер контролируемого объекта";"Способ подключения";"Ширина защитной зоны";"Ток потребления приемника";"Ток потребления излучателя";"Время срабатывания";"Температура эксплуатации фотобарьера";"Тип безопасности";Быстродействие;"Защита от солнца";"Наличие виброгасителей";"Диапазон рабочих напряжений";"Номинальное напряжение питания";"Пульсации рабочих напряжений";"Падение напряжения на приемнике";"Ток нагрузки";"Комплексная защита приемника";"Индикация включения";"Индикация питания";"Степень защиты по ГОСТ 14254-96";"Материал оптики";"Категория безопасности";Выход;"Выход СОСТОЯНИЕ СИСТЕМЫ";"Время отклика";"Контроль внешнего реле";"Количество присоединяемых фотобарьеров";"Тип электрического соединения";"Температура эксплуатации";"Пылевлагонепроницаемость по ГОСТ 14254-2015";"Максимальный ток нагрузки";"Выходная мощность номинальная";"Порог срабатывания защиты по току";"Ток нагрузки | Мощность";"Габаритные размеры";"Способ установки";"Входное напряжение питания";"Частота входного переменного напряжения питания";"Номинальное выходное напряжение";"Нестабильность напряжения на выходе при изменении напряжения питания";"Электрическая прочность изоляции: вход-выход";"Электрическая прочность изоляции вход-корпус";"Входной ток при входном напряжении питания ~ 220В";"Диапазон температур рабочей среды";"Уровень радиопомех (группа по ГОСТ Р 51527)";"Степень защиты корпуса";"Материал корпуса";"Выходной сигнал влажности";"Электрическое подключение";"Напряжение питания";"Сопротивление нагрузки";"Ток потребления";"Материал корпуса сенсора";"Конструктивное исполнение";"Шкала измерения влажности";"Максимальное отклонение в диапазоне 0...90%";"Максимальное отклонение в диапазоне 90...100%";"Номинальное отклонение";"Герметичность по ГОСТ 14254-96";"Защита от неправильного подключения";"Диапазон рабочих температур";"Время готовности после подачи питания";"Выходной сигнал";"Точность преобразования температуры";"Шкала измерения температуры";"Диапазон питания";"Тип выходного сигнала";"Защита от выбросов напряжения";"Защита от превышения тока в нагрузке";"Диапазон измерения температуры";"Показатель тепловой инерции";"Номинальное напряжение питания постоянного тока";"Длина иглы";"Тип электрического подключения";"Диаметр иглы";"Длина погружаемой части";"Резьба присоединения";"Давление рабочее, максимальное";"Выходной сигнал температуры";"Выходной сигнал CO2";"Диапазон измерения CO2";"Точность измерения от текущего значения CO2";Калибровка;"Температура эксплуатации датчика";"Тип корпуса датчика";"Тип сенсора CO2";"Допустимая влажность (без конденсата)";"Время установки показаний";"Длина стержня";"Номинальный контролируемый уровень Lmax";"Установочный размер резьбы";"Напряжение питания постоянного тока";"Диапазон изменения тока на выходе";"Скорость изменения тока нагрузки";"Контролируемая жидкость";"Погрешность преобразования в температурном диапозоне +5…95 ?С";"Независимая регулировка чувствительности - нижнего уровня [LR1]";"Независимая регулировка чувствительности - верхнего уровня [LR2]";"Способ присоединения";"Степень защиты корпуса датчика";"Степень защиты погружаемой части датчика";"Материал оболочки погружаемой части датчика";"Давление контролируемой жидкости";"Тип коммутации";"Схема подключения";"Номинальное расстояние срабатывания [Sn]";"Рабочее расстояние переключения [Sa]";"Максимальная частота переключения";"Тип коммутации | Схема подключения";Типоразмер;"Базовая длина";"Гистерезис, не более";"Ток потребления, не более";"Комплексная защита датчика";"Степень защиты по ГОСТ 14254-2015";"Диапазон питающего напряжения";"Допустимая пульсация питающего напряжения";"Падение напряжения на ключе";"Коммутируемый ток [DC]";"Коммутируемое напряжение [DC]";"Индикаторы на датчике";"Длина направляющей";Материал;"Материал направляющей";Мощность;"Режимы работы";"Падение напряжения на датчике";"Остаточный ток (ток утечки), не более";"Коммутируемый ток [AC]";"Коммутируемое напряжение, [AC]";"Таймер задержки";"Способ установки в металл";Гистерезис;"Индикация состояния ключа";"Автоматический подогрев";"Остаточный ток, не более";"Климатическое исполнение";"Задержка срабатывания";"Заводская задержка";"Напряжение питания | Схема подключения";"Коммутируемое напряжение [AC]";"Задержка отпускания";"Тип разъёма";"Вид разъёма";Подключение;"Диаметр кабеля";"Количество контактов";"Расчетный ток при 40 °C";"Расчётное напряжение";"Тип кабеля";"Номинальное расстояние [Sn]";"Пульсация питающего напряжения, макс.";"Длина кабеля";"Тип головки №1";"Тип разъёма №1";"Вид разъёма №1";"Тип головки №2";"Тип разъёма №2";"Вид разъёма №2";"Тип корпуса регулятора";"Напряжение на нагрузке (реле)";"Ток нагрузки (реле)";"Температура эксплуатации регулятора";"Электрическое подключение регулятора";"Электрическое подключение датчика";"Герметичность датчика по ГОСТ 14254-96";"Герметичность регулятора по ГОСТ 14254-96";"Кол-во подключаемых датчиков";"Максимальная длина кабеля от датчика к регулятору";"Аналоговые входы";"Входной сигнал отн. влажности / температуры";"Потребляемая мощность, не более";"Ток потребления подключенного датчика, не более";"Количество релейных выходов";"Напряжение на нагрузке (реле), не более";"60 В [DC]";"1А (cosф =0,7)";"0…+60 °C";"1 шт.";"1 %";"0,1 °C";IP20;"Количество аналоговых входов";"Диапазон уставки уровня углекислого газа СО2";"1 ppm";"-99...99 ppm";"±5 ppm";"±50 ppm";"Тип чувствительного элемента";"Диапазон обнаружения";"Точность детектирования";"Время реакции, не более";"Время обновления показаний, не более";"Время выхода на рабочий режим после подачи питания";"Встроенная сигнализация";"Порог срабатывания №1";"Порог срабатывания №2";"Порог срабатывания №3";"Уровень громкости сигнализации на расстоянии 1м";"Количество подключаемых устройств";"Коммутируемая мощность, не более";"Коммутируемый ток, не более";"Мощность потребления, не более";"Масса, не более";"Период обновления результатов, не более";"Уровень громкости сигнализации на расстоянии 1м от сигнализатора, не менее";"Выходной унифицированный сигнал";"Шкала измерения";"Точность преобразования";"Угол настройки";Покрытие;"Соответствие типоразмеру резьбы"
"ST01-45G15 датчик температуры привинчиваемый";"860 ?";"Выходной сигнал;NTC (10 кОм);Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;привинчиваемое;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;кабель экранированный 1 м;Точность преобразования температуры;±0.5 °C;Материал корпуса сенсора;медь;Показатель тепловой инерции;60 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st01-45g15-privinchivaemyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"кабель экранированный 1 м";;;;медь;привинчиваемое;;;;;;;"-40...+85 °C";;"NTC (10 кОм)";"±0.5 °C";;;"Терморезистивный сигнал";;;-45...+125°C;"60 сек.";"10 В";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"STN01-4NxxxG датчик температуры игольчатый";"2 280 ?";"Выходной сигнал;Pt1000 (class B, 3х-проводный);Длина иглы;100 мм;Тип электрического подключения;Фторопластовый кабель;Диапазон измерения температуры;-40...+180°C;Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;игольчатое;Герметичность по ГОСТ 14254-96;IP68;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;5 сек.;Номинальное напряжение питания постоянного тока;10 В;Диаметр иглы;4 мм;";https://beskonta.ru/product/datchik-temperatury-stn01-4nxxxg-igolchatyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"нерж. сталь";игольчатое;;;;;IP68;;;;"Pt1000 (class B, 3х-проводный)";;;;"Терморезистивный сигнал";;;-40...+180°C;"5 сек.";"10 В";"100 мм";"Фторопластовый кабель";"4 мм";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"STA02-79Vxxx-K датчик температуры канальный";"6 780 ?";"Выходной сигнал;4...20 мА (3х-проводный);Длина погружаемой части;114 мм;Диапазон питания;15...30 В [DC];Номинальное напряжение питания;24 В [DC];Сопротивление нагрузки;0...500 Ом;Тип выходного сигнала;Аналоговый унифицированный сигнал;Конструктивное исполнение;канальное;Электрическое подключение;клеммы винтовые;Шкала измерения температуры;-40...+60 °C;Точность преобразования температуры;±0.5 °C;Время готовности после подачи питания;10 с;Герметичность по ГОСТ 14254-96;IP65;Материал корпуса сенсора;текаформ;Защита от неправильного подключения;есть;Защита от выбросов напряжения;есть;Защита от превышения тока в нагрузке;есть;";https://beskonta.ru/product/datchik-temperatury-sta02-79vxxx-k-kanalnyy/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;"0...500 Ом";;текаформ;канальное;;;;;IP65;есть;;"10 с";"4...20 мА (3х-проводный)";"±0.5 °C";"-40...+60 °C";"15...30 В [DC]";"Аналоговый унифицированный сигнал";есть;есть;;;;;;;"114 мм";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST02-79Vxxx-K датчик температуры канальный";"1 980 ?";"Выходной сигнал;NTC (10 кОм);Длина погружаемой части;100 мм;Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;канальное;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;клеммы винтовые;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;80 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st02-79vxxx-k-kanalnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;;;"нерж. сталь";канальное;;;;;IP68/IP65;;"-40...+85 °C";;"NTC (10 кОм)";;;;"Терморезистивный сигнал";;;-45...+125°C;"80 сек.";"10 В";;;;"100 мм";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST01-C6Vxxx датчик температуры канальный";"1 510 ?";"Выходной сигнал;NTC (10 кОм);Длина погружаемой части;100 мм;Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;канальное упрощ.;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;кабель экранированный 1 м;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;45 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st01-c6vxxx-kanalnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"кабель экранированный 1 м";;;;"нерж. сталь";"канальное упрощ.";;;;;IP68/IP65;;"-40...+85 °C";;"NTC (10 кОм)";;;;"Терморезистивный сигнал";;;-45...+125°C;"45 сек.";"10 В";;;;"100 мм";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST01-D10NxxxxG датчик температуры зондовый";"3 490 ?";"Выходной сигнал;NTC (10 кОм);Длина погружаемой части;500 мм;Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;зондовое;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;кабель экранированный 1 м;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;200 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st01-d10nxxxxg-zondovyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"кабель экранированный 1 м";;;;"нерж. сталь";зондовое;;;;;IP68/IP65;;"-40...+85 °C";;"NTC (10 кОм)";;;;"Терморезистивный сигнал";;;-45...+125°C;"200 сек.";"10 В";;;;"500 мм";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST02-79V60S-K-ST датчик температуры погружной";"3 800 ?";"Выходной сигнал;NTC (10 кОм);Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;погружное;Длина погружаемой части;60 мм;Резьба присоединения;1/2 NPT;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;клеммы винтовые;Герметичность по ГОСТ 14254-96;IP68;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;60 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st02-79v60s-k-st-pogruzhnoy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;;;"нерж. сталь";погружное;;;;;IP68;;"-40...+85 °C";;"NTC (10 кОм)";;;;"Терморезистивный сигнал";;;-45...+125°C;"60 сек.";"10 В";;;;"60 мм";"1/2 NPT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"STA02-79V60S-K-ST датчик температуры погружной";"7 240 ?";"Выходной сигнал;4...20 мА (3х-проводный);Диапазон питания;15...30 В [DC];Номинальное напряжение питания;24 В [DC];Сопротивление нагрузки;0...500 Ом;Тип выходного сигнала;Аналоговый унифицированный сигнал;Конструктивное исполнение;погружное;Длина погружаемой части;60 мм;Резьба присоединения;1/2 NPT;Электрическое подключение;клеммы винтовые;Шкала измерения температуры;-40...+60 °C;Точность преобразования температуры;±0.5 °C;Время готовности после подачи питания;10 с;Герметичность по ГОСТ 14254-96;IP43/IP65;Материал корпуса сенсора;нерж. сталь;Защита от неправильного подключения;есть;Защита от выбросов напряжения;есть;Защита от превышения тока в нагрузке;есть;";https://beskonta.ru/product/datchik-temperatury-sta02-79v60s-k-st-pogruzhnoy/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;"0...500 Ом";;"нерж. сталь";погружное;;;;;IP43/IP65;есть;;"10 с";"4...20 мА (3х-проводный)";"±0.5 °C";"-40...+60 °C";"15...30 В [DC]";"Аналоговый унифицированный сигнал";есть;есть;;;;;;;"60 мм";"1/2 NPT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"STA03-G25 датчик температуры погружной";"16 490 ?";"Выходной сигнал;4...20 мА (2х-проводный);Диапазон питания;15...30 В [DC];Номинальное напряжение питания;24 В [DC];Сопротивление нагрузки;0...300 Ом;Длина погружаемой части;25 мм;Шкала измерения температуры;-50...+150 °C;Резьба присоединения;G 1/2;Тип выходного сигнала;Аналоговый унифицированный сигнал;Конструктивное исполнение;погружное;Электрическое подключение;разъём М12х1 (ответная часть не входит в комплект);Точность преобразования температуры;±0.5 °C;Время готовности после подачи питания;10 с;Герметичность по ГОСТ 14254-96;IP68;Материал корпуса сенсора;нерж. сталь;Защита от неправильного подключения;есть;Защита от выбросов напряжения;есть;Защита от превышения тока в нагрузке;есть;Давление рабочее, максимальное;400 бар;";https://beskonta.ru/product/datchik-temperatury-sta03-g25v60-p12-st-pogruzhnoy/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"разъём М12х1 (ответная часть не входит в комплект)";;"0...300 Ом";;"нерж. сталь";погружное;;;;;IP68;есть;;"10 с";"4...20 мА (2х-проводный)";"±0.5 °C";"-50...+150 °C";"15...30 В [DC]";"Аналоговый унифицированный сигнал";есть;есть;;;;;;;"25 мм";"G 1/2";"400 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST01-8V250S-ST датчик температуры погружной";"3 260 ?";"Выходной сигнал;NTC (30 кОм);Тип выходного сигнала;Терморезистивный сигнал;Конструктивное исполнение;погружное;Длина погружаемой части;250 мм;Резьба присоединения;1/2 NPT;Диапазон измерения температуры;-45...+125°C;Электрическое подключение;кабель экранированный 1 м;Герметичность по ГОСТ 14254-96;IP68;Материал корпуса сенсора;нерж. сталь;Показатель тепловой инерции;60 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-st01-8v250s-st-pogruzhnoy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"кабель экранированный 1 м";;;;"нерж. сталь";погружное;;;;;IP68;;"-40...+85 °C";;"NTC (30 кОм)";;;;"Терморезистивный сигнал";;;-45...+125°C;"60 сек.";"10 В";;;;"250 мм";"1/2 NPT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ST02-79V20-NTC10K-K-FP датчик температуры [SF.7]";"2 180 ?";"Конструктивное исполнение;канальное;Выходной сигнал температуры;NTC (10 кОм);Диапазон измерения температуры;-45...+125°C;Электрическое подключение;клеммы винтовые;Герметичность по ГОСТ 14254-96;IP68/IP67;Материал корпуса сенсора;фторопласт;Показатель тепловой инерции;150 сек.;Номинальное напряжение питания постоянного тока;10 В;Диапазон рабочих температур;-40...+85 °C;";https://beskonta.ru/product/datchik-temperatury-sf-7-st02-79v20-ntc10k-k-fp/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;;;фторопласт;канальное;;;;;IP68/IP67;;"-40...+85 °C";;;;;;;;;-45...+125°C;"150 сек.";"10 В";;;;;;;"NTC (10 кОм)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"STA02-A79B35-K датчик температуры накладной";"5 230 ?";"Выходной сигнал;4...20 мА (3х-проводный);Диапазон питания;15...30 В [DC];Номинальное напряжение питания;24 В [DC];Сопротивление нагрузки;0...500 Ом;Тип выходного сигнала;Аналоговый унифицированный сигал;Шкала измерения температуры;-40...+60 °C;Точность преобразования температуры;±0.5 °C;Время готовности после подачи питания;10 с;Защита от неправильного подключения;есть;Защита от выбросов напряжения;есть;Защита от превышения тока в нагрузке;есть;Конструктивное исполнение;накладное;Электрическое подключение;клеммы винтовые;Герметичность по ГОСТ 14254-96;IP65;Материал корпуса сенсора;дюраль;";https://beskonta.ru/product/datchik-temperatury-sta02-a79b35-k-nakladnoy/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;"0...500 Ом";;дюраль;накладное;;;;;IP65;есть;;"10 с";"4...20 мА (3х-проводный)";"±0.5 °C";"-40...+60 °C";"15...30 В [DC]";"Аналоговый унифицированный сигал";есть;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SCO2-96V114 датчик углекислого газа (CO2) канальный";"24 440 ?";"Выходной сигнал CO2;4-20 мА;Диапазон измерения CO2;до 10000 ppm;Электрическое подключение;кабель;Точность измерения от текущего значения CO2;±(70ppm+3%);Сопротивление нагрузки;0...500 Ом;Калибровка;С настраиваемой калибровкой;Температура эксплуатации датчика;0...+50 °C;Тип корпуса датчика;канальный;Номинальное напряжение питания;24 В [DC];Диапазон питания;18...30 В [DC];Тип сенсора CO2;NDIR;Допустимая влажность (без конденсата);0...85 %RH;Время готовности после подачи питания;3 мин;Время установки показаний;90 сек;Ток потребления;0...150 мА;Защита от неправильного подключения;есть;Материал корпуса сенсора;текаформ;Герметичность по ГОСТ 14254-96;IP54;";https://beskonta.ru/product/datchik-uglekislogo-gaza-co2-kanalnyy-sco2-96v114/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;кабель;;"0...500 Ом";"0...150 мА";текаформ;;;;;;IP54;есть;;"3 мин";;;;"18...30 В [DC]";;;;;;;;;;;;;;"4-20 мА";"до 10000 ppm";±(70ppm+3%);"С настраиваемой калибровкой";"0...+50 °C";канальный;NDIR;"0...85 %RH";"90 сек";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SCO2-96B55 датчик углекислого газа (CO2) настенный";"25 480 ?";"Выходной сигнал CO2;4-20 мА;Диапазон измерения CO2;до 10000 ppm;Электрическое подключение;кабель;Точность измерения от текущего значения CO2;±(70ppm+3%);Сопротивление нагрузки;0...500 Ом;Калибровка;С настраиваемой калибровкой;Температура эксплуатации датчика;0...+50 °C;Тип корпуса датчика;настенный;Номинальное напряжение питания;24 В [DC];Диапазон питания;18...30 В [DC];Тип сенсора CO2;NDIR;Допустимая влажность (без конденсата);0...85 %RH;Время готовности после подачи питания;3 мин;Время установки показаний;90 сек;Ток потребления;0...150 мА;Защита от неправильного подключения;есть;Материал корпуса сенсора;пластик;Герметичность по ГОСТ 14254-96;IP54;";https://beskonta.ru/product/datchik-uglekislogo-gaza-co2-nastennyy-sco2-96b55/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;кабель;;"0...500 Ом";"0...150 мА";пластик;;;;;;IP54;есть;;"3 мин";;;;"18...30 В [DC]";;;;;;;;;;;;;;"4-20 мА";"до 10000 ppm";±(70ppm+3%);"С настраиваемой калибровкой";"0...+50 °C";настенный;NDIR;"0...85 %RH";"90 сек";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SCO2-W01-K датчик углекислого газа (CO2) комнатный";"29 290 ?";"Выходной сигнал CO2;4-20 мА;Диапазон измерения CO2;до 10000 ppm;Калибровка;С настраиваемой калибровкой;Точность измерения от текущего значения CO2;±(70ppm+3%);Сопротивление нагрузки;0...300 Ом;Тип корпуса датчика;комнатный;Номинальное напряжение питания;24 В [DC];Диапазон питания;18...30 В [DC];Тип сенсора CO2;NDIR;Температура эксплуатации датчика;0...+50 °C;Допустимая влажность (без конденсата);0...85 %RH;Время готовности после подачи питания;3 мин;Время установки показаний;90 сек;Ток потребления;0...150 мА;Защита от неправильного подключения;есть;Материал корпуса сенсора;пластик;Герметичность по ГОСТ 14254-96;IP54;Электрическое подключение;клеммы винтовые;";https://beskonta.ru/product/datchik-uglekislogo-gaza-co2-komnatnyy-sco2-w01-k/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"клеммы винтовые";;"0...300 Ом";"0...150 мА";пластик;;;;;;IP54;есть;;"3 мин";;;;"18...30 В [DC]";;;;;;;;;;;;;;"4-20 мА";"до 10000 ppm";±(70ppm+3%);"С настраиваемой калибровкой";"0...+50 °C";комнатный;NDIR;"0...85 %RH";"90 сек";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SHA02-W01-K датчик влажности комнатный";"6 950 ?";"Выходной сигнал влажности;4...20 мА (3-х проводная схема);Напряжение питания;15…30 В;Номинальное напряжение питания;24 В [DC];Ток потребления;не более 40 мА;Сопротивление нагрузки;0...500 Ом;Конструктивное исполнение;комнатное;Электрическое подключение;клеммы винтовые;Шкала измерения влажности;0...100 %RH;Максимальное отклонение в диапазоне 0...90%;не более ±2,5%RH;Максимальное отклонение в диапазоне 90...100%;не более ±3,5%RH;Номинальное отклонение;не более ±2%RH;Герметичность по ГОСТ 14254-96;IP43;Материал корпуса сенсора;пластик;Защита от неправильного подключения;есть;Диапазон рабочих температур;-40...+85 °C;Время готовности после подачи питания;10 с;";https://beskonta.ru/product/datchik-vlazhnosti-sha02-w01-k-komnatnyy/;;;;;;;;;;;;;;;;;"24 В [DC]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4...20 мА (3-х проводная схема)";"клеммы винтовые";"15…30 В";"0...500 Ом";"не более 40 мА";пластик;комнатное;"0...100 %RH";"не более ±2,5%RH";"не более ±3,5%RH";"не более ±2%RH";IP43;есть;"-40...+85 °C";"10 с";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
